% Model:              gan_lamb_eigen.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 20 2024, 11:04
% Table:              Eigenfrequencies (Study 1) 1 - 
% pitch (m)                                       Eigenfrequency (Hz)                               Angular frequency (rad/s)                         Damping ratio (1)                                 Quality factor (1)
4.0E-7                                            1.1369260826293356E10+2.842297442309279E7i        7.143517257725885E10+1.785868152815178E8i         0.0024999765628642753                             200.00187498843573
4.0E-7                                            1.1462849935279854E10+2.865694573341078E7i        7.202321029175485E10+1.8005690038080934E8i        0.002499976562878636                              200.00187498728684
4.0E-7                                            1.1595049869117496E10+2.8987443502614565E7i       7.285384697365364E10+1.821334791083262E8i         0.0024999765628965567                             200.00187498585316
4.0E-7                                            1.1608446009275324E10+2.9020933643496167E7i       7.293801740466621E10+1.8234390386944884E8i        0.0024999765628792303                             200.00187498723932
4.0E-7                                            1.163868386857365E10+2.9096527819249302E7i        7.312800747793002E10+1.828188760838493E8i         0.002499976562876476                              200.00187498745964
4.0E-7                                            1.1794731591035479E10+2.94866446870165E7i         7.410848423492102E10+1.8527005265548706E8i        0.0024999765628619026                             200.00187498862556
4.0E-7                                            1.2246488490449287E10+3.0616029877158444E7i       7.694695654773488E10+1.9236618908833316E8i        0.002499976562880537                              200.00187498713478
4.0E-7                                            1.2254121281255934E10+3.0635111734821897E7i       7.699491478678397E10+1.9248608393603787E8i        0.0024999765628730035                             200.00187498773747
4.0E-7                                            1.2783531178514475E10+3.195862820620401E7i        8.03212952747143E10+2.0080198318283612E8i         0.0024999765628859003                             200.00187498670567
4.0E-7                                            1.288368467023829E10+3.2209010370371573E7i        8.09505782223761E10+2.023751807179136E8i          0.0024999765628654106                             200.00187498834487
4.0E-7                                            1.3329832536170626E10+3.332437306436322E7i        8.375380793843167E10+2.0938321120897815E8i        0.0024999765628759044                             200.00187498750537
4.0E-7                                            1.342247355709436E10+3.35559741690145E7i          8.43358886399418E10+2.1083840386684963E8i         0.002499976562863987                              200.0018749884588
4.0E-7                                            1.3686888588092285E10+3.421700761528373E7i        8.59972572777054E10+2.1499179950400272E8i         0.0024999765628794354                             200.00187498722286
4.0E-7                                            1.3934509810725325E10+3.483605680290117E7i        8.755310730549916E10+2.188814002640621E8i         0.0024999765628843035                             200.00187498683343
4.0E-7                                            1.4140559962017834E10+3.535117896158062E7i        8.884775858864238E10+2.2211800824287945E8i        0.002499976562880084                              200.00187498717102
4.0E-7                                            1.4164979048460691E10+3.541222629633116E7i        8.900118823379489E10+2.2250157995962653E8i        0.002499976562893272                              200.00187498611595
4.0E-7                                            1.4240790674455217E10+3.560175417639251E7i        8.947752672835709E10+2.2369241875092888E8i        0.0024999765628662906                             200.0018749882745
4.0E-7                                            1.4546034966325647E10+3.6364860136936486E7i       9.139543317813782E10+2.2848715491003996E8i        0.002499976562883755                              200.0018749868773
4.0E-7                                            1.5237479454236187E10+3.80934605530275E7i         9.573990702530763E10+2.3934827164640757E8i        0.002499976562883496                              200.00187498689803
4.0E-7                                            1.5302926944752193E10+3.8257078256600335E7i       9.615112573610957E10+2.4037631199749085E8i        0.002499976562876095                              200.00187498749014
4.0E-7                                            1.5445726261986889E10+3.86140743185992E7i         9.704836030803389E10+2.4261938440896308E8i        0.0024999765628841166                             200.0018749868484
4.0E-7                                            1.54457318021037E10+3.861408816868463E7i          9.704839511761444E10+2.4261947143161637E8i        0.002499976562876345                              200.00187498747013
4.0E-7                                            1.5530602857649536E10+3.882626448120604E7i        9.758165568682486E10+2.439526145209824E8i         0.00249997656286029                               200.00187498875454
4.0E-7                                            1.5545105039487282E10+3.8862519709478125E7i       9.767277558266983E10+2.4418041283857003E8i        0.0024999765628777714                             200.00187498735602
4.25E-7                                           6.673305042537164-2665.5878347915695i             41.92961219359695-16748.382318559037i             -0.999996866253066                                -0.5000015668783772
4.25E-7                                           20.372696290645738-8145.059549323934i             128.00542600101736-51176.91848641493i             -0.9999968719300172                               -0.5000015640398838
4.25E-7                                           2.201461364653957E9+5503619.014217805i            1.3832189700717264E10+3.458025812644751E7i        0.002499976562872401                              200.00187498778564
4.25E-7                                           3.928030613156064E9+9820015.158173459i            2.4680544234733803E10+6.170097495811629E7i        0.0024999765628769973                             200.00187498741792
4.25E-7                                           4.39508270495655E9+1.098763809002118E7i           2.7615119075622105E10+6.903736620782785E7i        0.002499976562864457                              200.00187498842118
4.25E-7                                           4.617555666640162E9+1.154381701821977E7i          2.9012957919717308E10+7.253194147764812E7i        0.0024999765628837827                             200.00187498687512
4.25E-7                                           4.671325034411581E9+1.1678239597488169E7i         2.935080082127502E10+7.33765434526605E7i          0.002499976562878523                              200.00187498729588
4.25E-7                                           5.031611059491757E9+1.2578949030814534E7i         3.161454468044092E10+7.903586773017478E7i         0.002499976562883424                              200.0018749869038
4.25E-7                                           5.064478900607892E9+1.2661118120040715E7i         3.182105941682053E10+7.955215134430504E7i         0.0024999765628813068                             200.00187498707317
4.25E-7                                           6.558111001496274E9+1.6395175034589784E7i         4.120582668745419E10+1.030139228859721E8i         0.002499976562886437                              200.00187498666278
4.25E-7                                           6.78611083926513E9+1.696517106650453E7i           4.2638391918162796E10+1.065953135788495E8i        0.002499976562878142                              200.00187498732632
4.25E-7                                           6.813096336632318E9+1.703263438821735E7i          4.280794679872724E10+1.07019198130609E8i          0.0024999765628690397                             200.00187498805457
4.25E-7                                           7.836981589142749E9+1.9592331521543376E7i         4.924120757353864E10+1.2310224954955281E8i        0.002499976562877543                              200.00187498737432
4.25E-7                                           8.265816453993246E9+2.0664411983191494E7i         5.193565649557363E10+1.2983832975429457E8i        0.002499976562875517                              200.00187498753635
4.25E-7                                           8.270942717416298E9+2.0677227561802138E7i         5.1967865758594086E10+1.2991885240952396E8i       0.00249997656289364                               200.0018749860865
4.25E-7                                           8.387723981906096E9+2.0969178898382235E7i         5.270162408379024E10+1.3175323675793548E8i        0.0024999765628982025                             200.00187498572149
4.25E-7                                           8.63138381145101E9+2.1578324664775435E7i          5.423258394473672E10+1.3558061248726788E8i        0.002499976562859199                              200.00187498884185
4.25E-7                                           9.080873435783691E9+2.270204170256682E7i          5.7056810548073494E10+1.426411348685461E8i        0.002499976562876368                              200.00187498746828
4.25E-7                                           9.377357619278553E9+2.3443247528729092E7i         5.8919675613619545E10+1.4729826842508477E8i       0.002499976562869242                              200.00187498803834
4.25E-7                                           9.482970351519281E9+2.3707277709252227E7i         5.958325998108559E10+1.489572189759997E8i         0.0024999765628798505                             200.00187498718967
4.25E-7                                           9.594808848904085E9+2.398687220534098E7i          6.028596198463083E10+1.5071396300579286E8i        0.0024999765628883194                             200.00187498651215
4.25E-7                                           9.614185659616686E9+2.403531392941842E7i          6.040771007700024E10+1.5101833133477065E8i        0.0024999765628940015                             200.00187498605757
4.25E-7                                           9.69140402279789E9+2.422835863076278E7i           6.089288736198483E10+1.522312669658864E8i         0.00249997656288492                               200.0018749867841
4.25E-7                                           9.696119547246883E9+2.4240147368175033E7i         6.0922515875918396E10+1.523053377875853E8i        0.002499976562881712                              200.00187498704076
4.25E-7                                           1.0382735274417253E10+2.595667595771915E7i        6.5236649724553696E10+1.6309060500076258E8i       0.002499976562867512                              200.0018749881768
4.25E-7                                           1.0766272196598825E10+2.691551227039607E7i        6.764648327876583E10+1.6911515123256445E8i        0.0024999765628597715                             200.00187498879603
4.25E-7                                           1.1040273075331442E10+2.7600510186193977E7i       6.93680815741729E10+1.734191200725545E8i          0.0024999765628762284                             200.00187498747945
4.25E-7                                           1.1068693357119366E10+2.7671560446422927E7i       6.95466514711287E10+1.7386554202369633E8i         0.0024999765628600165                             200.00187498877645
4.25E-7                                           1.107807612562195E10+2.769501722125646E7i         6.96056051443248E10+1.7401292528668422E8i         0.0024999765628763706                             200.00187498746809
4.25E-7                                           1.1147487133110971E10+2.7868543655500874E7i       7.004172736673634E10+1.7510322402873597E8i        0.0024999765628813436                             200.00187498707024
4.25E-7                                           1.1293529379107552E10+2.8233646988617104E7i       7.095933786100957E10+1.7739723592697415E8i        0.002499976562881868                              200.0018749870283
4.25E-7                                           1.1742845095938574E10+2.9356929260344177E7i       7.378247177128711E10+1.84455026592505E8i          0.0024999765628919406                             200.00187498622248
4.25E-7                                           1.1947477521669868E10+2.986850712702269E7i        7.50682152220145E10+1.8766936512789774E8i         0.0024999765628659263                             200.00187498830363
4.25E-7                                           1.2000531987189203E10+3.0001142461964183E7i       7.540156626024585E10+1.8850273751561496E8i        0.002499976562875049                              200.00187498757379
4.25E-7                                           1.2258622873879507E10+3.0646365646261297E7i       7.702319912741531E10+1.925567943470422E8i         0.0024999765628907046                             200.00187498632133
4.25E-7                                           1.2490311757691591E10+3.1225584235673282E7i       7.847894331802023E10+1.961961320776809E8i         0.002499976562888502                              200.00187498649754
4.25E-7                                           1.3046969310046404E10+3.2617219418816917E7i       8.197652587210655E10+2.0494003381336313E8i        0.0024999765628821034                             200.00187498700944
4.25E-7                                           1.3114646986461964E10+3.2786412552452903E7i       8.240175725418484E10+2.0600310562470043E8i        0.0024999765628857112                             200.0018749867208
4.25E-7                                           1.3532474577915789E10+3.3830975002449E7i          8.502704543774176E10+2.1256628506294742E8i        0.0024999765628733704                             200.0018749877081
4.25E-7                                           1.3658965771476166E10+3.414720100991815E7i        8.582181304660793E10+2.1455319166682568E8i        0.0024999765628711036                             200.00187498788944
4.25E-7                                           1.3689112461654684E10+3.4222567264326856E7i       8.601123028739769E10+2.150267318091836E8i         0.002499976562871014                              200.00187498789663
4.25E-7                                           1.3819154438343195E10+3.454767017421893E7i        8.682830812464352E10+2.170694136359388E8i         0.002499976562874795                              200.00187498759414
4.25E-7                                           1.386169343875913E10+3.465401701060339E7i         8.709558854703905E10+2.1773761051577467E8i        0.002499976562875397                              200.001874987546
4.25E-7                                           1.387842311743215E10+3.469584094599095E7i         8.72007042182712E10+2.180003980520902E8i          0.0024999765628828203                             200.0018749869521
4.25E-7                                           1.4536926546576685E10+3.634208922977667E7i        9.133820328899951E10+2.2834408108074227E8i        0.002499976562876557                              200.00187498745316
4.25E-7                                           1.4536943008495533E10+3.634213038443027E7i        9.133830672228615E10+2.2834433966305706E8i        0.0024999765628843777                             200.00187498682752
4.25E-7                                           1.477253119661886E10+3.693109717355568E7i         9.28185509644477E10+2.320449271389066E8i          0.002499976562873216                              200.00187498772044
4.25E-7                                           1.4884065854296656E10+3.720993207519846E7i        9.351934388681012E10+2.3379689849603736E8i        0.0024999765628837046                             200.00187498688135
4.25E-7                                           1.5111956535874125E10+3.7779655217426755E7i       9.495122326894081E10+2.3737657457244638E8i        0.002499976562819571                              200.00187499201212
4.25E-7                                           1.5150324904757017E10+3.7875575540047236E7i       9.519229884056625E10+2.3797925973419532E8i        0.0024999765628138802                             200.0018749924674
4.5E-7                                            11.947221886970832-4828.9848181883835i            75.0666090218295-30341.406458234538i              -0.9999969395154619                               -0.5000015302469524
4.5E-7                                            17.741519471066084-7151.951823268752i             111.47325446764296-44937.038613618475i            -0.9999969231915208                               -0.500001538408973
4.5E-7                                            2.2014583234917703E9+5503611.411326279i           1.3832170592531696E10+3.458021035607118E7i        0.002499976562857149                              200.0018749890058
4.5E-7                                            3.9279681826996393E9+9819859.082982631i           2.4680151972607273E10+6.169999430877048E7i        0.0024999765628705745                             200.00187498793179
4.5E-7                                            4.348822127371069E9+1.0871987368922371E7i         2.732445529423537E10+6.83107112962551E7i          0.002499976562876358                              200.00187498746908
4.5E-7                                            4.392887326543264E9+1.0982149678346906E7i         2.760132510623205E10+6.90028815002363E7i          0.0024999765628773295                             200.00187498739137
4.5E-7                                            4.395009984492719E9+1.098745629006952E7i          2.7614662159472233E10+6.903622392504273E7i        0.0024999765628807642                             200.00187498711657
4.5E-7                                            4.811293443936171E9+1.2028158434322866E7i         3.0230248275469215E10+7.557514834696564E7i        0.0024999765628789944                             200.00187498725816
4.5E-7                                            4.839693744560899E9+1.2099158742175786E7i         3.0408692627073994E10+7.602125643807234E7i        0.002499976562887308                              200.00187498659307
4.5E-7                                            6.556275183464429E9+1.6390585518172096E7i         4.119429190256985E10+1.0298508610384943E8i        0.0024999765628830268                             200.00187498693558
4.5E-7                                            6.5848862902198715E9+1.646211283800416E7i         4.137406078815779E10+1.0343450550888018E8i        0.0024999765628809434                             200.00187498710224
4.5E-7                                            6.620925274438354E9+1.6552209735403959E7i         4.1600500404285034E10+1.0400060101084507E8i       0.002499976562874236                              200.00187498763884
4.5E-7                                            7.833076768717324E9+1.958256953154549E7i          4.921667286321444E10+1.2304091315742926E8i        0.0024999765628843876                             200.0018749868267
4.5E-7                                            7.934633554956622E9+1.9836459910314444E7i         4.9854772970357574E10+1.2463615345494461E8i       0.0024999765628812435                             200.00187498707822
4.5E-7                                            8.002022548463491E9+2.000493134109735E7i          5.0278190504225555E10+1.256946906735193E8i        0.0024999765628756707                             200.00187498752408
4.5E-7                                            8.217272518943355E9+2.054305290400912E7i          5.163064595611547E10+1.2907580817108302E8i        0.0024999765628697618                             200.00187498799679
4.5E-7                                            8.407800275408408E9+2.1019369318417784E7i         5.282776715614659E10+1.3206859246766402E8i        0.0024999765628943415                             200.00187498603037
4.5E-7                                            8.922570526943758E9+2.2306286903912466E7i         5.606216403716664E10+1.4015453413239524E8i        0.0024999765628755974                             200.00187498752993
4.5E-7                                            9.039398866404974E9+2.2598355927134417E7i         5.679621814313154E10+1.419896579277857E8i         0.002499976562874405                              200.0018749876253
4.5E-7                                            9.088497151211006E9+2.272110087207164E7i          5.710471176483252E10+1.427608871623458E8i         0.0024999765628824864                             200.0018749869788
4.5E-7                                            9.112031707979198E9+2.2779936896184728E7i         5.725258374612941E10+1.4313056480458602E8i        0.0024999765628731982                             200.0018749877219
4.5E-7                                            9.15397336747463E9+2.288479038952563E7i           5.7516110964829834E10+1.4378937873335204E8i       0.002499976562865855                              200.00187498830934
4.5E-7                                            9.163007094034494E9+2.290737456490566E7i          5.7572871542819855E10+1.439312792922746E8i        0.002499976562880118                              200.00187498716826
4.5E-7                                            9.17408186176396E9+2.2935061311045215E7i          5.764245636069806E10+1.4410524024882227E8i        0.002499976562864526                              200.00187498841566
4.5E-7                                            1.014047233949752E10+2.5351022405779764E7i        6.371446681139182E10+1.592851715019759E8i         0.0024999765628720733                             200.00187498781185
4.5E-7                                            1.0428069201695734E10+2.607001006750302E7i        6.5521491190346596E10+1.6380270421415886E8i       0.002499976562860024                              200.00187498877585
4.5E-7                                            1.0546617396366825E10+2.6366378701972038E7i       6.626635146529666E10+1.656648432637635E8i         0.002499976562868165                              200.00187498812454
4.5E-7                                            1.0765129677100174E10+2.6912655989615794E7i       6.7639304617038734E10+1.6909720469113263E8i       0.002499976562870425                              200.00187498794375
4.5E-7                                            1.0815378720876566E10+2.7038277814110268E7i       6.795502867059438E10+1.698865098930574E8i         0.0024999765628875665                             200.0018749865724
4.5E-7                                            1.0893665384824291E10+2.723399325063957E7i        6.844691828725884E10+1.7111622624824655E8i        0.002499976562875918                              200.0018749875043
4.5E-7                                            1.1023861279444859E10+2.755948095274925E7i        6.926496321939389E10+1.7316132579580975E8i        0.0024999765628617677                             200.00187498863633
4.5E-7                                            1.1633812324493938E10+2.9084349035410706E7i       7.30973986637451E10+1.8274235452817532E8i         0.0024999765628974276                             200.0018749857835
4.5E-7                                            1.1669666320429474E10+2.9173983464521788E7i       7.332267596421094E10+1.833055442561835E8i         0.002499976562853146                              200.00187498932607
4.5E-7                                            1.1765171851183283E10+2.9412745799305283E7i       7.392275491179765E10+1.8480573225000304E8i        0.0024999765628664606                             200.0018749882609
4.5E-7                                            1.1855699288566113E10+2.96390629784139E7i         7.449155557625807E10+1.8622772502454063E8i        0.002499976562877101                              200.00187498740965
4.5E-7                                            1.2236598533712248E10+3.059130513973382E7i        7.688481611687607E10+1.922108389814229E8i         0.0024999765628714947                             200.00187498785817
4.5E-7                                            1.2809301944267803E10+3.2023054717834752E7i       8.048321777145036E10+2.0120678689410725E8i        0.0024999765628789064                             200.0018749872652
4.5E-7                                            1.2829882165810383E10+3.2074504950067293E7i       8.06125271170652E10+2.0153005823732173E8i         0.0024999765628740756                             200.0018749876517
4.5E-7                                            1.3073289170016228E10+3.2683018657366395E7i       8.214189842955597E10+2.053534626222408E8i         0.0024999765628719683                             200.0018749878203
4.5E-7                                            1.3219264074771372E10+3.304795363831166E7i        8.305908580633043E10+2.07646416732592E8i          0.0024999765628634747                             200.00187498849976
4.5E-7                                            1.3238118803920637E10+3.3095090167008933E7i       8.317755356349194E10+2.0794258427713412E8i        0.0024999765628956425                             200.0018749859263
4.5E-7                                            1.3544882309995043E10+3.386199413892918E7i        8.510500551763754E10+2.1276118404552108E8i        0.0024999765628844813                             200.00187498681922
4.5E-7                                            1.3562655908481108E10+3.390642785725082E7i        8.52166803305009E10+2.1304036933162296E8i         0.0024999765628708685                             200.00187498790825
4.5E-7                                            1.3720145286243118E10+3.430014884096528E7i        8.620621527489201E10+2.1551419123162594E8i        0.002499976562874614                              200.0018749876086
4.5E-7                                            1.3729218134239199E10+3.4322830819206454E7i       8.626322166011526E10+2.1565670630404866E8i        0.0024999765628755236                             200.00187498753584
4.5E-7                                            1.3729218549852661E10+3.432283185809102E7i        8.626322427149167E10+2.1565671283155292E8i        0.0024999765628651374                             200.00187498836678
4.5E-7                                            1.4373432474510204E10+3.59333566043683E7i         9.031093973758044E10+2.2577593825421146E8i        0.0024999765628900945                             200.00187498637015
4.5E-7                                            1.4449189502956861E10+3.612274799170185E7i        9.078693518563206E10+2.2696591943641198E8i        0.0024999765628835055                             200.00187498689726
4.5E-7                                            1.4692056758518162E10+3.672991233586811E7i        9.231291515736986E10+2.3078084552272075E8i        0.0024999765628845403                             200.00187498681447
4.5E-7                                            1.4733619278568592E10+3.683381798706082E7i        9.257406017268007E10+2.3143370398362774E8i        0.0024999765629166192                             200.00187498424813
4.7499999999999995E-7                             8.979981874345341-3580.353028348836i              56.42289017162565-22496.02154223734i              -0.9999968546630726                               -0.5000015726734103
4.7499999999999995E-7                             19.63721508149435-7842.914586087081i              123.38426127397068-49278.485692766815i            -0.9999968654674398                               -0.5000015672711927
4.7499999999999995E-7                             2.2014545432597575E9+5503601.960844733i           1.3832146840633455E10+3.458015097694439E7i        0.0024999765628750553                             200.0018749875733
4.7499999999999995E-7                             3.927902139929899E9+9819693.977181839i            2.4679737013646797E10+6.169895691842881E7i        0.002499976562893908                              200.00187498606508
4.7499999999999995E-7                             4.1048954124555526E9+1.0262174392944163E7i        2.5791818543049614E10+6.447914336546135E7i        0.0024999765628770407                             200.00187498741445
4.7499999999999995E-7                             4.1422493870878334E9+1.035555874590071E7i         2.602652048762392E10+6.50658945598784E7i          0.0024999765628829444                             200.00187498694217
4.7499999999999995E-7                             4.394921801736887E9+1.0987235834597314E7i         2.7614108090876442E10+6.903483876245888E7i        0.0024999765628897597                             200.00187498639693
4.7499999999999995E-7                             4.620512220950745E9+1.15512083577851E7i           2.9031534498321438E10+7.257838263380538E7i        0.002499976562880415                              200.0018749871445
4.7499999999999995E-7                             4.644255887187426E9+1.1610567152388163E7i         2.9180720353158325E10+7.295134493990724E7i        0.00249997656288073                               200.00187498711932
4.7499999999999995E-7                             6.404903797761394E9+1.6012159419051886E7i         4.024319743599312E10+1.0060736479800403E8i        0.0024999765628814247                             200.00187498706376
4.7499999999999995E-7                             6.448045834990784E9+1.612001383800101E7i          4.0514266850434616E10+1.0128503409845956E8i       0.0024999765628754417                             200.00187498754238
4.7499999999999995E-7                             6.553696467676307E9+1.638413876901709E7i          4.1178089353418526E10+1.029445799842796E8i        0.002499976562886594                              200.00187498665017
4.7499999999999995E-7                             7.610364708872604E9+1.9025792861711226E7i         4.78173317210664E10+1.1954258216614623E8i         0.002499976562877348                              200.00187498738987
4.7499999999999995E-7                             7.738556762807121E9+1.9346270993574385E7i         4.8622786150844925E10+1.2155620565554118E8i       0.002499976562877711                              200.00187498736082
4.7499999999999995E-7                             7.825667289249362E9+1.9564045948661845E7i         4.917011773068749E10+1.2292452605361842E8i        0.0024999765628862577                             200.00187498667708
4.7499999999999995E-7                             7.97727255244895E9+1.994305673773297E7i           5.012268169291424E10+1.2530592107477264E8i        0.002499976562870412                              200.00187498794477
4.7499999999999995E-7                             8.201197311993242E9+2.0502865138001014E7i         5.152964245199666E10+1.2882330099017254E8i        0.0024999765628935474                             200.00187498609392
4.7499999999999995E-7                             8.615863611918627E9+2.153952440854177E7i          5.413506765507036E10+1.353368232873857E8i         0.002499976562870446                              200.00187498794205
4.7499999999999995E-7                             8.671490957098783E9+2.1678591902390104E7i         5.448458457298373E10+1.3621061012143984E8i        0.002499976562877918                              200.00187498734428
4.7499999999999995E-7                             8.689918958602177E9+2.17246616181373E7i           5.460037112127053E10+1.365000746825286E8i         0.0024999765628690167                             200.00187498805641
4.7499999999999995E-7                             8.725682049758844E9+2.1814068787319835E7i         5.482507725016543E10+1.370618364942928E8i         0.002499976562878473                              200.00187498729986
4.7499999999999995E-7                             8.782737778616488E9+2.1956707218001463E7i         5.518356896741419E10+1.3795806018619075E8i        0.0024999765628809932                             200.00187498709826
4.7499999999999995E-7                             8.823629781786028E9+2.2058936587040946E7i         5.544050100091019E10+1.3860038625570187E8i        0.0024999765628861033                             200.00187498668944
4.7499999999999995E-7                             8.830445482174751E9+2.2075975731575362E7i         5.548332530945075E10+1.3870744635828742E8i        0.0024999765628925066                             200.00187498617717
4.7499999999999995E-7                             9.932398631838072E9+2.4830841387826234E7i         6.24071011486156E10+1.5601677777289656E8i         0.002499976562880403                              200.0018749871455
4.7499999999999995E-7                             1.0007252513117702E10+2.5017974921322484E7i       6.2877421955657135E10+1.5719257244104078E8i       0.0024999765628678423                             200.00187498815038
4.7499999999999995E-7                             1.0085710464424826E10+2.5214118573997967E7i       6.3370387802541466E10+1.5842497935762793E8i       0.0024999765628974545                             200.0018749857813
4.7499999999999995E-7                             1.0533337358554611E10+2.6333178815056488E7i       6.618291052683617E10+1.6545624222209567E8i        0.0024999765628792585                             200.00187498723704
4.7499999999999995E-7                             1.0685493556359594E10+2.671356693213913E7i        6.713893611328075E10+1.6784629125037503E8i        0.0024999765628774735                             200.00187498737984
4.7499999999999995E-7                             1.0703661096018356E10+2.675898549728507E7i        6.725308613153228E10+1.681316645115732E8i         0.0024999765628647037                             200.00187498840145
4.7499999999999995E-7                             1.0789553904408957E10+2.6973716176293492E7i       6.779276656320449E10+1.694808571589196E8i         0.0024999765628731796                             200.00187498772337
4.7499999999999995E-7                             1.1313803488729424E10+2.828433194595393E7i        7.108672384870186E10+1.7771569890620795E8i        0.002499976562887267                              200.0018749865964
4.7499999999999995E-7                             1.1350583303710505E10+2.837628090867571E7i        7.131781824179176E10+1.7829343127779183E8i        0.0024999765628825246                             200.00187498697574
4.7499999999999995E-7                             1.1535605821609718E10+2.8838834312372494E7i       7.248034900775348E10+1.8119974002768537E8i        0.002499976562872876                              200.00187498774767
4.7499999999999995E-7                             1.1758977069278292E10+2.9397258940970212E7i       7.388383194915103E10+1.8470842544925776E8i        0.0024999765628354272                             200.0018749907436
4.7499999999999995E-7                             1.2084467011651625E10+3.021097871178154E7i        7.592894557270589E10+1.8982117755738103E8i        0.0024999765628858027                             200.0018749867135
4.7499999999999995E-7                             1.2441669035022093E10+3.1103978188798755E7i       7.817331207764203E10+1.9543205875069466E8i        0.0024999765628697483                             200.00187498799787
4.7499999999999995E-7                             1.2532351750319536E10+3.1330683560276773E7i       7.874308838201408E10+1.9685649060982403E8i        0.0024999765628805127                             200.00187498713672
4.7499999999999995E-7                             1.2611358474808739E10+3.152819913703107E7i        7.923950227249303E10+1.9809751757962573E8i        0.002499976562880177                              200.00187498716357
4.7499999999999995E-7                             1.2867514728000824E10+3.2168585767574877E7i       8.084897947889171E10+2.0212118544757283E8i        0.002499976562876646                              200.00187498744603
4.7499999999999995E-7                             1.2867695348619669E10+3.216903731639129E7i        8.08501143517102E10+2.0212402261246157E8i         0.0024999765628837545                             200.00187498687737
4.7499999999999995E-7                             1.300649247678205E10+3.2516027968139056E7i        8.172220242805879E10+2.0430422917725182E8i        0.0024999765628852225                             200.00187498675993
4.7499999999999995E-7                             1.300653064588042E10+3.2516123390185986E7i        8.172244225157687E10+2.0430482873165506E8i        0.002499976562877333                              200.0018749873911
4.7499999999999995E-7                             1.3214939909136875E10+3.303714329196629E7i        8.303191627234995E10+2.0757849332326922E8i        0.0024999765628768355                             200.0018749874309
4.7499999999999995E-7                             1.3405320038683062E10+3.351309064133211E7i        8.422810990509349E10+2.105689587157956E8i         0.0024999765628882483                             200.00187498651786
4.7499999999999995E-7                             1.3670998702511177E10+3.417728314963954E7i        8.589741818208942E10+2.147422033251316E8i         0.0024999765628817942                             200.0018749870342
4.7499999999999995E-7                             1.4006066740332035E10+3.501494800907074E7i        8.800271275423093E10+2.200054068622504E8i         0.002499976562899684                              200.00187498560297
4.7499999999999995E-7                             1.4099627936008957E10+3.5248849536145836E7i       8.859057508423032E10+2.214750535004955E8i         0.0024999765628823936                             200.00187498698622
4.7499999999999995E-7                             1.4305807377360128E10+3.576429491838102E7i        8.98860387207705E10+2.2471369235280916E8i         0.0024999765629082527                             200.00187498491746
4.7499999999999995E-7                             1.435753495036561E10+3.589361310199385E7i         9.021105264745459E10+2.2552622246403646E8i        0.0024999765670405947                             200.0018746543239
5.0E-7                                            11.789525102712476-4634.032819558861i             74.07577090398793-29116.486924840225i             -0.9999967637481733                               -0.5000016181311501
5.0E-7                                            18.087474360749997-7192.449423349606i             113.64695314745187-45191.492539422536i            -0.9999968379395504                               -0.5000015810352241
5.0E-7                                            2.2014499278315935E9+5503590.4223184725i          1.383211784104303E10+3.458007847824572E7i         0.002499976562862352                              200.0018749885896
5.0E-7                                            3.8829632338557973E9+9707347.414136237i           2.4397377539281277E10+6.099306264418855E7i        0.002499976562888427                              200.00187498650354
5.0E-7                                            3.91548488245454E9+9788651.027434848i             2.4601717083922153E10+6.1503908312687E7i          0.0024999765628745943                             200.00187498761017
5.0E-7                                            3.927831793395764E9+9819518.111866873i            2.467929501333711E10+6.169785192406577E7i         0.002499976562873852                              200.0018749876696
5.0E-7                                            4.394815706842121E9+1.0986970598910179E7i         2.7613441476992485E10+6.903317223748654E7i        0.0024999765628652016                             200.0018749883616
5.0E-7                                            4.454386740222041E9+1.1135897251617884E7i         2.7987737318658703E10+6.996890599362703E7i        0.002499976562875181                              200.00187498756324
5.0E-7                                            4.473567728453758E9+1.1183849422511168E7i         2.810825502209341E10+7.027019836923108E7i         0.0024999765628781426                             200.00187498732632
5.0E-7                                            6.241243256866829E9+1.560301062393666E7i          3.921488793007933E10+9.803660710008581E7i         0.002499976562874646                              200.00187498760604
5.0E-7                                            6.289296964602397E9+1.5723144142486854E7i         3.951681828047895E10+9.879142825874017E7i         0.0024999765628812053                             200.0018749870813
5.0E-7                                            6.549892484158898E9+1.6374628869517734E7i         4.115418822007319E10+1.028848275234725E8i         0.0024999765628648685                             200.00187498838827
5.0E-7                                            7.3043391394062395E9+1.82607337196634E7i          4.589451635937407E10+1.1473557380570792E8i        0.0024999765628811827                             200.00187498708308
5.0E-7                                            7.4740672310965395E9+1.8685051296967223E7i        4.696094941129819E10+1.1740163977300133E8i        0.002499976562887322                              200.00187498659193
5.0E-7                                            7.702898191927488E9+1.9257125123429984E7i         4.8398736742218994E10+1.2099608563405415E8i       0.0024999765628642683                             200.00187498843627
5.0E-7                                            7.805300419976457E9+1.9513129093685195E7i         4.9042148916918724E10+1.2260460601854134E8i       0.0024999765628833646                             200.00187498690855
5.0E-7                                            8.003653754902522E9+2.000900933156051E7i          5.028843967655625E10+1.2572031344328023E8i        0.002499976562857288                              200.00187498899473
5.0E-7                                            8.19525084303347E9+2.0487999058409225E7i          5.1492279685599014E10+1.2872989465730605E8i       0.0024999765628807733                             200.00187498711585
